mobileNumber,deviceId,contentId,userId
9876500873,DEV_0873,23,873
9876500874,DEV_0874,24,874
9876500875,DEV_0875,25,875
9876500876,DEV_0876,26,876
9876500877,DEV_0877,27,877
9876500878,DEV_0878,28,878
9876500879,DEV_0879,29,879
9876500880,DEV_0880,30,880
9876500881,DEV_0881,31,881
9876500882,DEV_0882,32,882
9876500883,DEV_0883,33,883
9876500884,DEV_0884,34,884
9876500885,DEV_0885,35,885
9876500886,DEV_0886,36,886
9876500887,DEV_0887,37,887
9876500888,DEV_0888,38,888
9876500889,DEV_0889,39,889
9876500890,DEV_0890,40,890
9876500891,DEV_0891,41,891
9876500892,DEV_0892,42,892
9876500893,DEV_0893,43,893
9876500894,DEV_0894,44,894
9876500895,DEV_0895,45,895
9876500896,DEV_0896,46,896
9876500897,DEV_0897,47,897
9876500898,DEV_0898,48,898
9876500899,DEV_0899,49,899
9876500900,DEV_0900,50,900
9876500901,DEV_0901,1,901
9876500902,DEV_0902,2,902
9876500903,DEV_0903,3,903
9876500904,DEV_0904,4,904
9876500905,DEV_0905,5,905
9876500906,DEV_0906,6,906
9876500907,DEV_0907,7,907
9876500908,DEV_0908,8,908
9876500909,DEV_0909,9,909
9876500910,DEV_0910,10,910
9876500911,DEV_0911,11,911
9876500912,DEV_0912,12,912
9876500913,DEV_0913,13,913
9876500914,DEV_0914,14,914
9876500915,DEV_0915,15,915
9876500916,DEV_0916,16,916
9876500917,DEV_0917,17,917
9876500918,DEV_0918,18,918
9876500919,DEV_0919,19,919
9876500920,DEV_0920,20,920
9876500921,DEV_0921,21,921
9876500922,DEV_0922,22,922
9876500923,DEV_0923,23,923
9876500924,DEV_0924,24,924
9876500925,DEV_0925,25,925
9876500926,DEV_0926,26,926
9876500927,DEV_0927,27,927
9876500928,DEV_0928,28,928
9876500929,DEV_0929,29,929
9876500930,DEV_0930,30,930
9876500931,DEV_0931,31,931
9876500932,DEV_0932,32,932
9876500933,DEV_0933,33,933
9876500934,DEV_0934,34,934
9876500935,DEV_0935,35,935
9876500936,DEV_0936,36,936
9876500937,DEV_0937,37,937
9876500938,DEV_0938,38,938
9876500939,DEV_0939,39,939
9876500940,DEV_0940,40,940
9876500941,DEV_0941,41,941
9876500942,DEV_0942,42,942
9876500943,DEV_0943,43,943
9876500944,DEV_0944,44,944
9876500945,DEV_0945,45,945
9876500946,DEV_0946,46,946
9876500947,DEV_0947,47,947
9876500948,DEV_0948,48,948
9876500949,DEV_0949,49,949
9876500950,DEV_0950,50,950
9876500951,DEV_0951,1,951
9876500952,DEV_0952,2,952
9876500953,DEV_0953,3,953
9876500954,DEV_0954,4,954
9876500955,DEV_0955,5,955
9876500956,DEV_0956,6,956
9876500957,DEV_0957,7,957
9876500958,DEV_0958,8,958
9876500959,DEV_0959,9,959
9876500960,DEV_0960,10,960
9876500961,DEV_0961,11,961
9876500962,DEV_0962,12,962
9876500963,DEV_0963,13,963
9876500964,DEV_0964,14,964
9876500965,DEV_0965,15,965
9876500966,DEV_0966,16,966
9876500967,DEV_0967,17,967
9876500968,DEV_0968,18,968
9876500969,DEV_0969,19,969
9876500970,DEV_0970,20,970
9876500971,DEV_0971,21,971
9876500972,DEV_0972,22,972
9876500973,DEV_0973,23,973
9876500974,DEV_0974,24,974
9876500975,DEV_0975,25,975
9876500976,DEV_0976,26,976
9876500977,DEV_0977,27,977
9876500978,DEV_0978,28,978
9876500979,DEV_0979,29,979
9876500980,DEV_0980,30,980
9876500981,DEV_0981,31,981
9876500982,DEV_0982,32,982
9876500983,DEV_0983,33,983
9876500984,DEV_0984,34,984
9876500985,DEV_0985,35,985
9876500986,DEV_0986,36,986
9876500987,DEV_0987,37,987
9876500988,DEV_0988,38,988
9876500989,DEV_0989,39,989
9876500990,DEV_0990,40,990
9876500991,DEV_0991,41,991
9876500992,DEV_0992,42,992
9876500993,DEV_0993,43,993
9876500994,DEV_0994,44,994
9876500995,DEV_0995,45,995
9876500996,DEV_0996,46,996
9876500997,DEV_0997,47,997
9876500998,DEV_0998,48,998
9876500999,DEV_0999,49,999
9876501000,DEV_1000,50,1000
